ACEGUA;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
AGUA SANTA;0;0;0;4;1;1;0;0;1;0;0;0;0;0;0
AGUDO;0;0;0;7;0;0;0;0;4;0;2;2;0;0;0
AJURICABA;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ALECRIM;0;0;0;3;2;0;0;0;2;0;0;1;0;0;0
ALEGRETE;2;2;0;72;6;1;5;0;27;3;7;4;0;0;3
ALEGRIA;0;0;0;2;0;0;0;0;3;0;0;1;0;0;0
ALMIRANTE TAMANDARE DO SUL;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ALPESTRE;0;0;0;3;2;0;0;0;2;0;3;0;0;0;0
ALTO ALEGRE;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
ALTO FELIZ;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
ALVORADA;3;3;0;147;1;14;109;8;122;8;28;23;0;0;3
AMARAL FERRADOR;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
AMETISTA DO SUL;0;0;0;11;0;0;1;0;2;0;2;0;0;0;0
ANDRE DA ROCHA;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
ANTA GORDA;0;0;0;6;0;1;1;0;0;0;1;1;0;0;0
ANTONIO PRADO;0;0;0;4;0;2;0;0;11;0;1;1;0;0;0
ARAMBARE;0;0;0;3;0;0;0;0;1;1;2;0;0;0;0
ARARICA;0;0;0;11;0;0;1;0;2;0;1;1;0;0;0
ARATIBA;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
ARROIO DO MEIO;0;0;0;12;0;1;1;0;16;1;1;1;0;0;0
ARROIO DO PADRE;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
ARROIO DO SAL;0;0;0;24;0;2;0;0;4;0;0;3;0;0;0
ARROIO DO TIGRE;0;0;0;4;0;0;0;0;4;2;1;0;0;0;0
ARROIO DOS RATOS;0;0;0;9;1;0;0;0;5;1;6;5;0;0;0
ARROIO GRANDE;0;0;0;12;1;0;0;0;8;2;1;1;0;0;0
ARVOREZINHA;1;1;0;1;0;3;0;0;3;0;1;0;0;0;1
AUGUSTO PESTANA;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
AUREA;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
BAGE;0;0;0;86;9;7;15;0;55;7;13;10;0;1;1
BALNEARIO PINHAL;0;0;0;14;0;0;1;0;9;1;3;3;0;0;0
BARAO;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
BARAO DE COTEGIPE;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0
BARAO DO TRIUNFO;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0
BARRA DO GUARITA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
BARRA DO QUARAI;0;0;0;5;2;0;0;0;1;0;0;0;0;0;0
BARRA DO RIBEIRO;0;0;0;12;0;0;0;0;6;1;0;0;0;0;0
BARRA DO RIO AZUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BARRA FUNDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BARRACAO;1;1;0;6;3;0;1;0;2;1;1;1;0;0;1
BARROS CASSAL;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
BENJAMIN CONSTANT DO SUL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
BENTO GONCALVES;2;2;0;107;1;3;9;1;98;4;36;13;0;0;2
BOA VISTA DAS MISSOES;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
BOA VISTA DO BURICA;0;0;0;1;0;0;0;0;4;0;0;1;0;0;0
BOA VISTA DO CADEADO;0;0;0;2;1;0;0;0;2;0;0;0;0;0;0
BOA VISTA DO INCRA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
BOA VISTA DO SUL;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
BOM JESUS;0;0;0;8;0;1;1;0;5;0;1;17;0;0;0
BOM PRINCIPIO;0;0;0;4;0;0;0;0;14;0;7;1;0;0;0
BOM PROGRESSO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
BOM RETIRO DO SUL;0;0;0;10;2;1;0;0;5;0;2;1;0;0;0
BOQUEIRAO DO LEAO;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0
BOSSOROCA;0;0;0;2;1;0;0;0;4;0;4;1;0;0;0
BOZANO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRAGA;0;0;0;2;1;1;1;0;0;0;1;0;0;0;0
BROCHIER;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0
BUTIA;0;0;0;19;0;0;3;0;7;4;8;1;0;0;0
CACAPAVA DO SUL;0;0;0;36;5;5;1;0;36;0;5;2;0;0;0
CACEQUI;0;0;0;14;2;0;0;0;4;2;0;0;0;0;0
CACHOEIRA DO SUL;0;0;0;65;1;1;6;0;26;3;7;16;0;0;0
CACHOEIRINHA;1;1;0;121;1;11;25;9;113;2;8;9;0;0;2
CACIQUE DOBLE;0;0;0;4;0;0;0;0;1;12;0;0;0;0;0
CAIBATE;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0
CAICARA;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
CAMAQUA;0;0;0;44;1;3;7;0;43;1;20;14;0;0;0
CAMARGO;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
CAMBARA DO SUL;0;0;0;1;0;0;0;0;3;1;0;1;0;0;0
CAMPESTRE DA SERRA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
CAMPINA DAS MISSOES;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
CAMPINAS DO SUL;0;0;0;6;1;0;1;0;4;1;2;0;0;0;0
CAMPO BOM;0;0;0;50;0;9;6;4;63;2;14;3;0;0;1
CAMPO NOVO;1;1;0;7;1;0;0;0;5;0;5;0;0;0;1
CAMPOS BORGES;0;0;0;2;0;0;0;0;3;1;0;0;0;0;0
CANDELARIA;0;0;0;24;1;1;0;0;11;0;3;2;0;0;0
CANDIDO GODOI;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CANDIOTA;0;0;0;7;0;0;1;0;2;0;0;0;0;0;0
CANELA;0;0;0;67;0;3;3;1;52;2;18;7;0;0;0
CANGUCU;1;1;0;31;5;3;4;1;18;2;0;2;0;0;1
CANOAS;6;6;0;373;0;34;150;29;367;20;56;58;0;0;6
CANUDOS DO VALE;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
CAPAO BONITO DO SUL;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
CAPAO DA CANOA;3;3;0;95;0;3;14;1;54;2;6;8;0;0;3
CAPAO DO CIPO;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
CAPAO DO LEAO;0;0;0;5;1;2;2;0;6;0;0;0;0;0;0
CAPELA DE SANTANA;0;0;0;6;2;0;0;0;11;0;0;3;0;0;0
CAPITAO;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
CAPIVARI DO SUL;0;0;0;3;1;0;0;1;2;0;1;0;0;0;0
CARAA;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
CARAZINHO;1;1;0;51;1;5;2;0;47;4;5;10;0;0;1
CARLOS BARBOSA;0;0;0;7;0;0;0;1;16;1;4;3;0;0;0
CARLOS GOMES;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
CASCA;0;0;0;5;0;0;0;0;8;0;3;1;0;0;0
