ACEGUA;0;0;0;1;1;0;2;0;3;2;0;0;0;0;0
AGUA SANTA;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
AGUDO;0;0;0;9;0;0;0;0;3;1;0;3;0;0;0
AJURICABA;0;0;0;3;0;0;1;0;2;0;0;0;0;0;0
ALECRIM;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0
ALEGRETE;2;2;0;71;15;1;5;0;37;3;6;5;0;0;2
ALEGRIA;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ALMIRANTE TAMANDARE DO SUL;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
ALPESTRE;0;0;0;3;2;0;0;0;3;2;1;0;0;0;0
ALTO ALEGRE;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0
ALTO FELIZ;0;0;0;3;1;0;0;0;0;2;0;0;0;0;0
ALVORADA;3;4;0;143;2;11;126;11;140;4;49;41;0;0;4
AMARAL FERRADOR;0;0;0;5;1;0;0;0;1;1;0;0;0;0;0
AMETISTA DO SUL;0;0;0;4;1;0;0;0;0;0;1;0;0;0;0
ANDRE DA ROCHA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ANTA GORDA;1;1;0;4;0;0;0;0;0;0;0;0;0;0;1
ANTONIO PRADO;0;0;0;6;0;1;2;0;9;0;2;0;0;0;0
ARAMBARE;0;0;0;5;1;1;0;0;1;0;1;0;0;0;0
ARARICA;0;0;0;14;0;0;0;0;4;1;4;1;0;0;0
ARATIBA;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
ARROIO DO MEIO;0;0;0;27;0;3;1;0;19;0;4;0;0;0;0
ARROIO DO PADRE;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
ARROIO DO SAL;0;0;0;18;0;2;1;0;13;0;3;3;0;0;1
ARROIO DO TIGRE;0;0;0;4;1;0;0;0;1;0;0;1;0;0;1
ARROIO DOS RATOS;0;0;0;6;1;1;1;0;5;3;2;2;0;0;0
ARROIO GRANDE;0;0;0;12;3;0;1;0;3;1;1;2;0;0;0
ARVOREZINHA;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0
AUGUSTO PESTANA;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
AUREA;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
BAGE;1;1;0;107;6;3;14;0;80;1;15;21;0;0;1
BALNEARIO PINHAL;1;1;0;16;0;0;1;0;11;0;8;2;0;0;1
BARAO;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0
BARAO DE COTEGIPE;0;0;0;1;0;0;0;0;4;1;0;0;0;0;0
BARAO DO TRIUNFO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
BARRA DO GUARITA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
BARRA DO QUARAI;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
BARRA DO RIBEIRO;0;0;0;5;1;1;1;0;6;1;3;3;0;0;0
BARRA DO RIO AZUL;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
BARRA FUNDA;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
BARRACAO;0;0;0;5;2;0;0;0;2;0;0;0;0;0;0
BARROS CASSAL;1;1;0;5;1;1;1;0;0;0;1;0;0;0;1
BENJAMIN CONSTANT DO SUL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
BENTO GONCALVES;1;1;0;92;0;10;18;0;111;8;23;16;0;0;1
BOA VISTA DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
BOA VISTA DO BURICA;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
BOA VISTA DO CADEADO;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
BOA VISTA DO INCRA;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0
BOA VISTA DO SUL;0;0;0;3;1;0;0;0;3;0;0;0;0;0;0
BOM JESUS;1;1;0;13;2;0;0;0;5;0;5;1;0;0;1
BOM PRINCIPIO;0;0;0;3;0;1;0;0;9;0;1;2;0;0;0
BOM PROGRESSO;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
BOM RETIRO DO SUL;0;0;0;4;1;2;2;0;7;1;7;0;0;0;0
BOQUEIRAO DO LEAO;0;0;0;2;0;2;0;0;1;0;0;0;0;0;0
BOSSOROCA;1;1;0;3;2;0;0;0;4;2;2;1;0;0;1
BOZANO;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
BRAGA;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
BROCHIER;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0
BUTIA;0;0;0;17;3;0;3;0;9;5;5;2;0;0;0
CACAPAVA DO SUL;1;1;0;27;1;2;2;1;22;4;12;5;0;0;1
CACEQUI;0;0;0;13;6;0;0;0;5;1;0;2;0;0;0
CACHOEIRA DO SUL;1;1;0;45;3;0;4;0;27;5;11;17;0;0;1
CACHOEIRINHA;0;0;0;152;0;5;39;4;97;4;16;7;0;0;0
CACIQUE DOBLE;0;0;0;3;1;1;0;0;0;7;0;0;0;0;0
CAIBATE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CAICARA;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
CAMAQUA;1;1;0;51;4;1;7;1;35;3;8;4;0;0;1
CAMARGO;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
CAMBARA DO SUL;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
CAMPESTRE DA SERRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMPINA DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMPINAS DO SUL;0;0;0;1;0;0;0;0;5;1;4;0;0;0;0
CAMPO BOM;0;0;0;51;0;9;9;1;35;2;9;3;0;0;0
CAMPO NOVO;0;0;0;25;0;0;1;0;2;1;2;0;0;0;0
