CAMAQUA;0;0;0;58;4;4;5;0;35;3;11;17;0;0;0;;
CAMARGO;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;;
CAMBARA DO SUL;0;0;0;4;2;0;0;0;4;0;0;0;0;0;0;;
CAMPESTRE DA SERRA;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;;
CAMPINA DAS MISSOES;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;;
CAMPINAS DO SUL;0;0;0;3;0;0;0;0;2;0;1;0;0;0;0;;
CAMPO BOM;0;0;0;50;1;5;9;1;42;3;5;1;0;0;0;;
CAMPO NOVO;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;;
CAMPOS BORGES;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;;
CANDELARIA;1;1;0;18;1;0;1;0;10;3;1;2;0;0;1;;
CANDIDO GODOI;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;
CANDIOTA;1;1;0;8;2;1;0;0;3;1;6;1;0;0;1;;
CANELA;0;0;0;59;0;2;1;1;58;2;21;12;0;0;0;;
CANGUCU;0;0;0;49;12;0;4;0;7;1;1;0;0;0;0;;
CANOAS;2;3;0;450;0;54;156;22;350;8;105;69;0;0;3;;
CANUDOS DO VALE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
CAPAO BONITO DO SUL;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
CAPAO DA CANOA;0;0;0;68;1;4;13;3;56;3;5;11;0;0;0;;
CAPAO DO CIPO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
CAPAO DO LEAO;0;0;0;13;3;3;1;0;11;1;1;1;0;0;0;;
CAPELA DE SANTANA;0;0;0;2;0;0;0;0;4;0;2;4;0;0;0;;
CAPITAO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
CAPIVARI DO SUL;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;;
CARAA;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;;
CARAZINHO;1;1;0;52;2;5;3;0;49;7;10;20;0;0;2;;
CARLOS BARBOSA;0;0;0;11;1;1;0;0;27;0;4;0;0;0;0;;
CARLOS GOMES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
CASCA;0;0;0;6;2;0;0;0;6;0;3;1;0;0;0;;
CASEIROS;0;0;0;2;2;0;1;0;0;1;0;2;0;0;0;;
CATUIPE;0;0;0;2;1;0;0;0;5;1;0;0;0;0;0;;
CAXIAS DO SUL;5;5;0;390;2;67;98;12;341;22;10;28;0;0;6;;
CENTENARIO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
CERRITO;0;0;1;2;0;0;0;0;3;0;0;0;1;0;1;;
CERRO BRANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
CERRO GRANDE;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;;
CERRO GRANDE DO SUL;0;0;0;3;1;0;0;0;2;1;0;0;0;0;0;;
CERRO LARGO;1;1;0;4;1;0;0;0;5;1;3;1;0;0;1;;
CHAPADA;0;0;0;2;0;0;0;0;10;0;0;0;0;0;0;;
CHARQUEADAS;0;0;0;19;1;1;2;0;16;1;13;17;0;0;0;;
CHARRUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
CHIAPETTA;0;0;0;1;0;1;1;0;3;0;0;0;0;0;0;;
CHUI;0;0;0;9;2;0;1;0;2;1;0;0;0;0;0;;
CHUVISCA;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;;
CIDREIRA;1;1;0;29;0;1;5;1;10;0;7;3;0;0;1;;
CIRIACO;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;;
COLINAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;;
COLORADO;0;0;0;3;1;0;0;0;1;1;0;0;0;0;0;;
CONDOR;0;0;0;5;1;0;1;0;4;0;0;0;0;0;0;;
CONSTANTINA;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;;
COQUEIRO BAIXO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
COQUEIROS DO SUL;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;;
CORONEL BARROS;0;0;0;2;0;1;0;0;1;2;0;1;0;0;0;;
CORONEL BICACO;0;0;0;4;0;0;0;0;2;0;1;0;0;0;0;;
CORONEL PILAR;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
COTIPORA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
COXILHA;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;;
CRISSIUMAL;0;0;0;8;1;0;0;0;4;2;0;0;0;0;0;;
CRISTAL;0;0;0;6;0;0;0;0;1;1;1;0;0;0;0;;
CRISTAL DO SUL;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;;
CRUZ ALTA;4;4;0;51;2;0;8;0;48;8;6;9;0;0;4;;
CRUZALTENSE;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;
CRUZEIRO DO SUL;0;0;0;13;2;1;0;0;3;0;0;0;0;0;0;;
DAVID CANABARRO;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;;
DERRUBADAS;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;;
DEZESSEIS DE NOVEMBRO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
DILERMANDO DE AGUIAR;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
DOIS IRMAOS;0;0;0;6;0;0;5;0;24;0;5;2;0;0;0;;
DOIS IRMAOS DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
DOIS LAJEADOS;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
DOM FELICIANO;0;0;1;7;0;0;0;0;5;1;0;0;1;0;1;;
DOM PEDRITO;2;2;0;46;9;1;6;0;15;3;10;1;0;0;2;;
DOM PEDRO DE ALCANTARA;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;;
DONA FRANCISCA;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;;
DOUTOR RICARDO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
DR MAURICIO CARDOSO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
ELDORADO DO SUL;0;0;0;29;0;4;13;1;37;1;21;13;0;0;0;;
ENCANTADO;1;1;0;27;1;1;1;1;11;0;9;0;0;0;1;;
ENCRUZILHADA DO SUL;0;0;0;9;3;1;2;0;5;1;1;1;0;0;0;;
ENGENHO VELHO;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;
ENTRE IJUIS;0;0;0;5;1;0;1;0;5;2;0;0;0;0;0;;
ENTRE RIOS DO SUL;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;
EREBANGO;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;;
ERECHIM;2;2;0;78;1;6;12;0;70;12;23;8;0;0;2;;
ERNESTINA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
ERVAL GRANDE;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;;
ERVAL SECO;0;0;0;5;0;0;0;0;1;2;1;0;0;0;0;;
ESMERALDA;0;0;0;3;0;0;0;1;1;1;0;1;0;0;0;;
ESPERANCA DO SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ESPUMOSO;0;0;0;6;0;0;0;0;3;1;0;0;0;0;0;;
ESTACAO;0;0;0;8;1;0;1;0;1;0;0;0;0;0;0;;
ESTANCIA VELHA;0;0;0;21;0;2;3;5;22;1;2;3;0;0;1;;
ESTEIO;0;0;0;60;0;7;15;3;78;2;6;16;0;0;0;;
ESTRELA;0;0;0;12;0;1;1;0;19;0;4;1;0;1;1;;
ESTRELA VELHA;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;;
EUGENIO DE CASTRO;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;;
FAGUNDES VARELA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
FARROUPILHA;2;2;0;36;0;2;3;2;75;0;4;5;0;0;2;;
FAXINAL DO SOTURNO;0;0;0;5;0;0;0;0;3;1;0;0;0;0;0;;
FAXINALZINHO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
FAZENDA VILA NOVA;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;;
FELIZ;0;0;0;5;0;0;0;0;11;0;1;2;0;0;0;;
FLORES DA CUNHA;0;0;0;10;0;3;2;0;18;4;3;1;0;0;0;;
FLORIANO PEIXOTO;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
FONTOURA XAVIER;0;0;0;5;1;1;0;0;0;0;1;0;0;0;0;;
FORMIGUEIRO;0;0;0;4;1;0;0;0;1;0;0;1;0;0;0;;
FORQUETINHA;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;;
FORTALEZA DOS VALOS;0;0;0;2;1;0;0;0;2;0;0;0;0;0;0;;
FREDERICO WESTPHALEN;0;0;0;23;3;1;1;0;22;4;12;5;0;0;0;;
GARIBALDI;0;0;0;20;0;1;3;0;12;0;8;3;0;0;0;;
GARRUCHOS;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;;
GAURAMA;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;;
GENERAL CAMARA;0;0;0;7;0;1;0;0;2;1;0;1;0;0;0;;
GENTIL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
GETULIO VARGAS;0;0;0;10;0;0;0;0;6;0;5;4;0;0;0;;
GIRUA;0;0;0;14;0;0;1;0;2;1;1;0;0;0;0;;
GLORINHA;0;0;0;7;2;0;0;0;11;1;0;1;0;0;0;;
GRAMADO;0;0;0;55;0;0;1;0;55;1;18;4;0;0;0;;
GRAMADO DOS LOUREIROS;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
GRAMADO XAVIER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
GRAVATAI;1;1;0;197;3;35;54;9;202;16;30;34;0;0;1;;
GUABIJU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
GUAIBA;0;0;0;55;0;1;18;4;37;1;21;10;0;0;0;;
GUAPORE;1;1;0;7;1;1;2;0;22;3;5;5;0;0;3;;
GUARANI DAS MISSOES;0;0;0;10;0;1;0;0;4;0;0;0;0;0;0;;
HARMONIA;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;;
HERVAL;1;2;0;4;0;0;0;0;2;0;1;0;0;0;2;;
HERVEIRAS;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
HORIZONTINA;0;0;0;23;0;0;0;0;10;1;1;1;0;0;0;;
HULHA NEGRA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
HUMAITA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
IBARAMA;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;;
IBIACA;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;;
IBIRAIARAS;0;0;0;6;0;1;1;0;1;0;0;0;0;0;0;;
IBIRAPUITA;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;;
IBIRUBA;0;0;0;12;1;0;1;0;11;2;6;2;0;0;0;;
IGREJINHA;0;0;0;18;0;2;1;0;10;1;7;8;0;0;0;;
IJUI;1;1;0;59;1;4;6;0;52;5;8;16;0;0;1;;
ILOPOLIS;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;
IMBE;0;0;0;44;0;0;7;0;35;0;14;9;0;0;0;;
IMIGRANTE;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;;
INDEPENDENCIA;0;0;0;3;0;0;0;0;3;0;1;0;0;0;0;;
INHACORA;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;;
IPE;0;0;0;3;1;0;0;0;5;0;0;1;0;0;0;;
IPIRANGA DO SUL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
IRAI;1;1;0;7;0;0;0;0;5;1;0;1;0;0;1;;
ITAARA;0;0;0;5;3;0;0;0;6;0;0;0;0;0;0;;
ITACURUBI;0;0;0;3;3;0;0;0;2;0;0;0;0;0;0;;
ITAPUCA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
ITAQUI;0;0;0;28;2;0;10;0;5;3;4;4;0;0;0;;
ITATI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
ITATIBA DO SUL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
IVORA;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;;
IVOTI;0;0;0;9;0;1;0;0;15;1;7;1;0;0;1;;
JABOTICABA;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;
JACUIZINHO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
JACUTINGA;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;;
JAGUARAO;0;0;0;28;5;1;2;0;4;1;1;3;0;0;0;;
JAGUARI;0;0;0;3;2;1;0;0;2;1;1;1;0;0;0;;
JAQUIRANA;0;0;0;5;1;0;0;0;2;0;0;0;0;0;0;;
JARI;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;
JOIA;0;0;0;5;2;0;0;0;1;0;0;0;0;0;0;;
JULIO DE CASTILHOS;0;0;0;15;3;0;1;0;11;2;2;2;0;0;0;;
LAGOA BONITA DO SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
LAGOA DOS TRES CANTOS;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;
LAGOA VERMELHA;2;3;0;32;2;4;1;0;22;4;16;7;0;0;3;;
LAGOAO;0;0;0;5;3;0;0;0;1;0;0;0;0;0;0;;
LAJEADO;1;1;0;85;0;6;2;1;83;5;8;10;0;0;2;;
LAJEADO DO BUGRE;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
LAVRAS DO SUL;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0;;
LIBERATO SALZANO;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;;
LINDOLFO COLLOR;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;;
LINHA NOVA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
MACAMBARA;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;;
MACHADINHO;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;;
MAMPITUBA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
MANOEL VIANA;0;0;0;5;1;0;0;0;2;0;0;0;0;0;0;;
MAQUINE;0;0;0;6;0;0;0;0;2;0;1;0;0;0;0;;
MARATA;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;
MARAU;0;0;0;29;2;4;1;1;36;3;3;2;0;0;1;;
MARCELINO RAMOS;0;0;0;8;0;0;0;0;2;0;0;0;0;0;0;;
MARIANA PIMENTEL;0;0;0;4;0;0;0;0;2;0;2;3;0;0;0;;
MARIANO MORO;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;
MARQUES DE SOUZA;0;0;0;2;0;0;0;0;1;0;1;1;0;0;0;;
MATA;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;;
MATO CASTELHANO;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;;
MATO LEITAO;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;;
MATO QUEIMADO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
MAXIMILIANO DE ALMEIDA;0;0;0;1;0;0;0;0;4;0;0;1;0;0;0;;
MINAS DO LEAO;0;0;0;4;1;0;0;0;3;0;0;0;0;0;0;;
MIRAGUAI;0;0;0;6;0;1;2;0;2;0;0;0;0;0;0;;
MONTAURI;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
MONTE ALEGRE DOS CAMPOS;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;;
MONTE BELO DO SUL;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;;
MONTENEGRO;0;0;0;48;0;5;4;0;37;4;17;12;0;0;0;;
MORMACO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
MORRINHOS DO SUL;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
MORRO REDONDO;0;0;0;6;4;0;0;0;2;1;0;0;0;0;0;;
MORRO REUTER;0;0;0;4;0;0;1;0;5;0;0;0;0;0;0;;
MOSTARDAS;0;0;0;11;0;0;0;0;8;0;1;0;0;0;0;;
MUCUM;0;0;0;4;0;0;0;0;1;1;0;0;0;0;0;;
MUITOS CAPOES;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
MULITERNO;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;;
NAO-ME-TOQUE;0;0;0;11;0;0;0;0;18;2;3;0;0;0;0;;
NICOLAU VERGUEIRO;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;;
NONOAI;0;0;0;8;1;1;1;0;9;0;2;2;0;0;0;;
NOVA ALVORADA;0;0;0;2;0;0;2;0;5;1;0;0;0;0;0;;
NOVA ARACA;0;0;0;3;0;0;0;0;6;0;3;1;0;0;0;;
NOVA BASSANO;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;;
NOVA BOA VISTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
NOVA BRESCIA;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
NOVA CANDELARIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
NOVA ESPERANCA DO SUL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
NOVA HARTZ;0;0;0;7;0;0;1;0;8;3;2;2;0;0;0;;
NOVA PADUA;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;;
NOVA PALMA;0;0;0;2;1;0;0;0;4;0;0;0;0;0;0;;
NOVA PETROPOLIS;0;0;0;8;0;0;0;0;13;1;2;3;0;0;0;;
NOVA PRATA;0;0;0;8;0;1;0;0;12;0;4;7;0;0;0;;
NOVA RAMADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
NOVA ROMA DO SUL;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;;
NOVA SANTA RITA;0;0;0;24;0;2;1;1;30;4;5;2;0;0;1;;
NOVO BARREIRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
NOVO CABRAIS;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;;
NOVO HAMBURGO;2;2;0;230;2;25;53;15;172;12;25;30;0;0;4;;
NOVO MACHADO;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
NOVO TIRADENTES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
NOVO XINGU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
OSORIO;0;0;0;28;1;1;3;1;33;4;5;8;0;0;0;;
PAIM FILHO;0;0;0;8;3;0;0;0;3;0;0;0;0;0;0;;
PALMARES DO SUL;0;0;0;12;2;0;0;0;7;1;1;0;0;0;0;;
PALMEIRA DAS MISSOES;0;0;0;14;0;3;0;0;5;1;6;2;0;0;0;;
PALMITINHO;0;0;0;2;1;1;0;0;2;0;1;0;0;0;0;;
PANAMBI;1;1;0;25;0;0;1;2;33;2;10;6;0;0;1;;
PANTANO GRANDE;0;0;0;8;2;0;0;0;8;0;0;1;0;0;0;;
PARAI;0;0;0;2;0;1;0;0;5;0;0;0;0;0;0;;
PARAISO DO SUL;0;0;0;2;0;0;0;0;2;0;1;1;0;0;0;;
PARECI NOVO;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;;
PAROBE;0;0;0;22;0;0;5;0;23;3;17;7;0;0;0;;
PASSA SETE;0;0;0;5;3;0;0;0;1;0;0;0;0;0;0;;
PASSO DO SOBRADO;0;0;0;6;1;0;1;0;1;1;0;0;0;0;0;;
PASSO FUNDO;8;8;0;177;0;29;54;1;133;13;26;34;0;0;8;;
PAULO BENTO;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;
PAVERAMA;0;0;0;3;0;0;0;0;3;0;3;1;0;0;0;;
PEDRAS ALTAS;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;;
PEDRO OSORIO;1;1;0;4;2;0;0;0;4;1;0;0;0;0;1;;
PEJUCARA;0;0;0;5;1;0;0;0;1;1;0;0;0;0;0;;
PELOTAS;2;2;0;244;10;16;84;1;177;14;16;31;0;0;2;;
PICADA CAFE;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;;
PINHAL;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;;
PINHAL DA SERRA;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;;
PINHAL GRANDE;0;0;0;9;3;0;0;0;3;2;0;0;0;0;0;;
PINHEIRINHO DO VALE;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
PINHEIRO MACHADO;1;1;0;5;1;0;0;0;8;0;0;0;0;0;1;;
PINTO BANDEIRA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
PIRAPO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;
PIRATINI;0;0;0;24;4;0;4;0;21;0;2;0;0;0;0;;
PLANALTO;2;2;0;10;0;1;0;0;1;2;4;2;0;0;2;;
POCO DAS ANTAS;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
PONTAO;0;0;0;4;0;0;0;1;3;0;1;0;0;0;0;;
PONTE PRETA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
PORTAO;0;0;0;27;1;2;4;1;25;0;9;2;0;0;0;;
PORTO ALEGRE;22;25;0;2365;2;121;1276;127;1501;59;321;277;0;1;26;;
PORTO LUCENA;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;;
PORTO MAUA;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;;
PORTO VERA CRUZ;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;;
PORTO XAVIER;0;0;0;2;0;0;0;0;6;0;2;0;0;0;0;;
POUSO NOVO;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;;
PRESIDENTE LUCENA;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;;
PROGRESSO;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;;
