ACEGUA;0;0;0;4;1;0;0;0;5;0;2;0;0;0;0
AGUA SANTA;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0
AGUDO;0;0;0;4;0;0;0;1;7;1;0;0;0;0;0
AJURICABA;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
ALECRIM;0;0;0;6;2;0;0;0;1;0;0;0;0;0;0
ALEGRETE;0;0;0;81;7;0;1;0;43;4;9;5;0;0;0
ALEGRIA;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
ALMIRANTE TAMANDARE DO SUL;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0
ALPESTRE;0;0;0;5;3;0;0;0;1;3;0;0;0;0;0
ALTO ALEGRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALTO FELIZ;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ALVORADA;4;4;0;125;1;15;141;24;117;7;13;29;0;0;5
AMARAL FERRADOR;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
AMETISTA DO SUL;1;1;0;2;0;1;0;0;6;1;1;1;0;0;1
ANDRE DA ROCHA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANTA GORDA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ANTONIO PRADO;0;0;0;6;0;0;1;1;6;0;0;0;0;0;0
ARAMBARE;0;0;0;9;1;0;0;0;2;0;8;3;0;0;0
ARARICA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
ARATIBA;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ARROIO DO MEIO;0;0;0;7;0;2;1;0;9;1;7;1;0;0;0
ARROIO DO PADRE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ARROIO DO SAL;0;0;0;18;0;0;1;0;15;1;2;8;0;0;0
ARROIO DO TIGRE;0;0;0;3;2;1;0;0;3;0;0;1;0;0;0
ARROIO DOS RATOS;0;0;0;7;0;0;0;1;9;0;2;5;0;0;0
ARROIO GRANDE;0;0;0;16;0;1;3;0;6;1;4;1;0;0;0
ARVOREZINHA;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0
AUGUSTO PESTANA;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0
